NS1HAP,NS1AV,NS1AA,NS1VAP,NS1HV,NS1AAP,NS1VV,NS1VA
0.445556640625,0.439453125,0.021484375,1.258056640625,0.1318359375,0.623046875,0.224609375,0.073974609375
0.445556640625,0.439453125,0.02197265625,1.258056640625,0.09033203125,0.623046875,0.2978515625,0.074462890625
0.51611328125,0.43701171875,0.021728515625,1.082275390625,0.11962890625,0.623291015625,0.2197265625,0.0732421875
0.441650390625,0.47119140625,0.022216796875,1.4375,0.10498046875,0.6953125,0.16845703125,0.0732421875
0.482177734375,0.46630859375,0.021728515625,1.154052734375,0.1123046875,0.602294921875,0.1806640625,0.074462890625
0.529052734375,0.59326171875,0.021728515625,1.313720703125,0.11474609375,0.66455078125,0.17822265625,0.07373046875
0.468994140625,0.458984375,0.021728515625,1.407958984375,0.087890625,0.6328125,0.15869140625,0.076171875
0.481201171875,0.419921875,0.02099609375,1.658935546875,0.107421875,0.614501953125,0.21484375,0.07421875
0.545654296875,0.50537109375,0.021484375,1.18115234375,0.1416015625,0.579833984375,0.2490234375,0.072998046875
0.48974609375,0.51025390625,0.021728515625,1.2919921875,0.11962890625,0.58203125,0.1513671875,0.07470703125
0.466796875,0.556640625,0.021484375,1.401123046875,0.1513671875,0.58056640625,0.23193359375,0.07373046875
0.42236328125,0.6298828125,0.021484375,1.467041015625,0.1171875,0.6826171875,0.29296875,0.073486328125
0.447265625,0.65185546875,0.021240234375,1.4248046875,0.1123046875,0.73583984375,0.20263671875,0.07470703125
0.433349609375,0.37353515625,0.02197265625,1.047119140625,0.1025390625,0.54736328125,0.28564453125,0.07421875
0.435546875,0.478515625,0.02197265625,1.1259765625,0.10498046875,0.60546875,0.205078125,0.072021484375
0.45751953125,0.47119140625,0.022216796875,1.184326171875,0.11474609375,0.7314453125,0.23681640625,0.07421875
0.492431640625,0.4248046875,0.0205078125,1.372314453125,0.14892578125,0.7333984375,0.31005859375,0.0732421875
0.482666015625,0.5078125,0.02099609375,1.223388671875,0.08056640625,0.62841796875,0.22216796875,0.073974609375
0.48681640625,0.458984375,0.021728515625,1.050537109375,0.15625,0.60986328125,0.26611328125,0.07470703125
0.46142578125,0.4443359375,0.021240234375,1.47509765625,0.15380859375,0.626220703125,0.29541015625,0.075927734375
